Card on the Table: ; Cards in Hand: ; Possible Move: ; Applicable rule: 
Green Reverse ; Blue Skip, Yellow 2, Green Skip, Green 4, Blue Draw 2, Green 5, Yellow 7 ;Green 5;it is the same color as the tabled card
Yellow 7 ; Green 8, Yellow Draw 2, Red Draw 2, Red 4, Yellow 5, Blue 5, Red 7 ;Yellow Draw 2;it is the same color as the tabled card
Yellow 7 ; Green 8, Yellow Draw 2, Red Draw 2, Red 4, Yellow 5, Blue 5, Red 7 ;Yellow 5;it is the same color as the tabled card
Yellow 7 ; Green 8, Yellow Draw 2, Red Draw 2, Red 4, Yellow 5, Blue 5, Red 7 ;Red 7;it is the same type as the tabled card
Red Skip ; Blue 5, Yellow 9, Green 6, Green Reverse, Yellow Skip, Yellow Reverse, Red 7 ;Yellow Skip;it is the same type as the tabled card
Red Skip ; Blue 5, Yellow 9, Green 6, Green Reverse, Yellow Skip, Yellow Reverse, Red 7 ;Red 7;it is the same color as the tabled card
Wild Normal ; Red 4, Red 7, Green Reverse, Yellow 1, Green 2, Green 6, Red 9 ;Red 4;Any card can be played on a Wild Normal
Wild Normal ; Red 4, Red 7, Green Reverse, Yellow 1, Green 2, Green 6, Red 9 ;Red 7;Any card can be played on a Wild Normal
Wild Normal ; Red 4, Red 7, Green Reverse, Yellow 1, Green 2, Green 6, Red 9 ;Green Reverse;Any card can be played on a Wild Normal
Wild Normal ; Red 4, Red 7, Green Reverse, Yellow 1, Green 2, Green 6, Red 9 ;Yellow 1;Any card can be played on a Wild Normal
Wild Normal ; Red 4, Red 7, Green Reverse, Yellow 1, Green 2, Green 6, Red 9 ;Green 2;Any card can be played on a Wild Normal
Wild Normal ; Red 4, Red 7, Green Reverse, Yellow 1, Green 2, Green 6, Red 9 ;Green 6;Any card can be played on a Wild Normal
Wild Normal ; Red 4, Red 7, Green Reverse, Yellow 1, Green 2, Green 6, Red 9 ;Red 9;Any card can be played on a Wild Normal
Green 2 ; Green Reverse, Red 9, Yellow 5, Yellow 1, Red 1, Green Reverse, Red 8 ;Green Reverse;it is the same color as the tabled card
Green 2 ; Green Reverse, Red 9, Yellow 5, Yellow 1, Red 1, Green Reverse, Red 8 ;Green Reverse;it is the same color as the tabled card
Yellow 4 ; Blue 7, Yellow 1, Yellow 6, Blue 2, Green 7, Blue 5, Blue 1 ;Yellow 1;it is the same color as the tabled card
Yellow 4 ; Blue 7, Yellow 1, Yellow 6, Blue 2, Green 7, Blue 5, Blue 1 ;Yellow 6;it is the same color as the tabled card
Blue Reverse ; Blue 2, Yellow Reverse, Red Skip, Green 6, Yellow 1, Yellow Reverse, Red 5 ;Blue 2;it is the same color as the tabled card
Blue Reverse ; Blue 2, Yellow Reverse, Red Skip, Green 6, Yellow 1, Yellow Reverse, Red 5 ;Yellow Reverse;it is the same type as the tabled card
Blue Reverse ; Blue 2, Yellow Reverse, Red Skip, Green 6, Yellow 1, Yellow Reverse, Red 5 ;Yellow Reverse;it is the same type as the tabled card
Green Reverse ; Yellow 6, Yellow 4, Green Skip, Red 4, Green 8, Green Skip, Green Skip ;Green Skip;it is the same color as the tabled card
Green Reverse ; Yellow 6, Yellow 4, Green Skip, Red 4, Green 8, Green Skip, Green Skip ;Green 8;it is the same color as the tabled card
Green Reverse ; Yellow 6, Yellow 4, Green Skip, Red 4, Green 8, Green Skip, Green Skip ;Green Skip;it is the same color as the tabled card
Green Reverse ; Yellow 6, Yellow 4, Green Skip, Red 4, Green 8, Green Skip, Green Skip ;Green Skip;it is the same color as the tabled card
Green 5 ; Green Skip, Red 2, Blue Skip, Yellow Skip, Red 4, Green 0, Blue 7 ;Green Skip;it is the same color as the tabled card
Green 5 ; Green Skip, Red 2, Blue Skip, Yellow Skip, Red 4, Green 0, Blue 7 ;Green 0;it is the same color as the tabled card
Yellow 7 ; Green 6, Yellow Skip, Blue 7, Green 0, Yellow Reverse, Blue Skip, Wild Draw 4 ;Yellow Skip;it is the same color as the tabled card
Yellow 7 ; Green 6, Yellow Skip, Blue 7, Green 0, Yellow Reverse, Blue Skip, Wild Draw 4 ;Blue 7;it is the same type as the tabled card
Yellow 7 ; Green 6, Yellow Skip, Blue 7, Green 0, Yellow Reverse, Blue Skip, Wild Draw 4 ;Yellow Reverse;it is the same color as the tabled card
Yellow 7 ; Green 6, Yellow Skip, Blue 7, Green 0, Yellow Reverse, Blue Skip, Wild Draw 4 ;Wild Draw 4;Wild cards can be played on any colour
Yellow 9 ; Red 8, Green 8, Yellow Draw 2, Wild Draw 4, Green 5, Green 5, Wild Draw 4 ;Yellow Draw 2;it is the same color as the tabled card
Yellow 9 ; Red 8, Green 8, Yellow Draw 2, Wild Draw 4, Green 5, Green 5, Wild Draw 4 ;Wild Draw 4;Wild cards can be played on any colour
Yellow 9 ; Red 8, Green 8, Yellow Draw 2, Wild Draw 4, Green 5, Green 5, Wild Draw 4 ;Wild Draw 4;Wild cards can be played on any colour
Red 7 ; Yellow Reverse, Blue 5, Red Draw 2, Blue Draw 2, Blue Reverse, Green 3, Red 2 ;Red Draw 2;it is the same color as the tabled card
Red 7 ; Yellow Reverse, Blue 5, Red Draw 2, Blue Draw 2, Blue Reverse, Green 3, Red 2 ;Red 2;it is the same color as the tabled card
Blue 5 ; Yellow 2, Blue Skip, Red 3, Blue 4, Green Reverse, Green Reverse, Yellow Reverse ;Blue Skip;it is the same color as the tabled card
Blue 5 ; Yellow 2, Blue Skip, Red 3, Blue 4, Green Reverse, Green Reverse, Yellow Reverse ;Blue 4;it is the same color as the tabled card
Red 6 ; Yellow 5, Blue 5, Green 8, Wild Draw 4, Yellow 1, Yellow 1, Yellow 9 ;Wild Draw 4;Wild cards can be played on any colour
Blue Skip ; Green 2, Yellow 9, Yellow Reverse, Yellow 6, Red 4, Yellow 6, Yellow 1 ;Pick up 1 card;If there are no allowed moves you must pick up
Blue 6 ; Red 3, Red 8, Red 9, Green 3, Wild Draw 4, Blue 6, Yellow 1 ;Wild Draw 4;Wild cards can be played on any colour
Blue 6 ; Red 3, Red 8, Red 9, Green 3, Wild Draw 4, Blue 6, Yellow 1 ;Blue 6;it is the same color as the tabled card
Red Reverse ; Red 4, Yellow Skip, Blue 8, Blue Draw 2, Green 7, Blue 0, Yellow 4 ;Red 4;it is the same color as the tabled card
Red 7 ; Blue 8, Yellow 6, Blue 8, Yellow 7, Yellow 4, Green 8, Yellow 6 ;Yellow 7;it is the same type as the tabled card
Blue 4 ; Yellow 6, Blue 1, Yellow Reverse, Blue 6, Yellow 6, Blue 9, Green 4 ;Blue 1;it is the same color as the tabled card
Blue 4 ; Yellow 6, Blue 1, Yellow Reverse, Blue 6, Yellow 6, Blue 9, Green 4 ;Blue 6;it is the same color as the tabled card
Blue 4 ; Yellow 6, Blue 1, Yellow Reverse, Blue 6, Yellow 6, Blue 9, Green 4 ;Blue 9;it is the same color as the tabled card
Blue 4 ; Yellow 6, Blue 1, Yellow Reverse, Blue 6, Yellow 6, Blue 9, Green 4 ;Green 4;it is the same type as the tabled card
Green 2 ; Blue 5, Green Skip, Red 8, Yellow 6, Wild Draw 4, Red 7, Red Reverse ;Green Skip;it is the same color as the tabled card
Green 2 ; Blue 5, Green Skip, Red 8, Yellow 6, Wild Draw 4, Red 7, Red Reverse ;Wild Draw 4;Wild cards can be played on any colour
Yellow 3 ; Blue Skip, Red 4, Red 1, Yellow 8, Red 4, Blue Reverse, Blue 1 ;Yellow 8;it is the same color as the tabled card
Red 7 ; Red 4, Wild Draw 4, Yellow 6, Red 7, Blue Skip, Green 6, Yellow 6 ;Red 4;it is the same color as the tabled card
Red 7 ; Red 4, Wild Draw 4, Yellow 6, Red 7, Blue Skip, Green 6, Yellow 6 ;Wild Draw 4;Wild cards can be played on any colour
Red 7 ; Red 4, Wild Draw 4, Yellow 6, Red 7, Blue Skip, Green 6, Yellow 6 ;Red 7;it is the same color as the tabled card
Green Draw 2 ; Red 2, Yellow 1, Green 1, Red 9, Blue 4, Blue 7, Wild Draw 4 ;Pick up 2 cards;You must pick up 2 cards when a Draw 2 is played
Red 7 ; Yellow Draw 2, Red Draw 2, Yellow Draw 2, Red Skip, Red 6, Blue 3, Yellow 9 ;Red Draw 2;it is the same color as the tabled card
Red 7 ; Yellow Draw 2, Red Draw 2, Yellow Draw 2, Red Skip, Red 6, Blue 3, Yellow 9 ;Red Skip;it is the same color as the tabled card
Red 7 ; Yellow Draw 2, Red Draw 2, Yellow Draw 2, Red Skip, Red 6, Blue 3, Yellow 9 ;Red 6;it is the same color as the tabled card
Yellow Reverse ; Yellow Draw 2, Red Skip, Blue 6, Wild Normal, Blue 0, Yellow 7, Red 2 ;Yellow Draw 2;it is the same color as the tabled card
Yellow Reverse ; Yellow Draw 2, Red Skip, Blue 6, Wild Normal, Blue 0, Yellow 7, Red 2 ;Wild Normal;Wild cards can be played on any colour
Yellow Reverse ; Yellow Draw 2, Red Skip, Blue 6, Wild Normal, Blue 0, Yellow 7, Red 2 ;Yellow 7;it is the same color as the tabled card
Blue Reverse ; Yellow Skip, Yellow 9, Blue 4, Yellow 6, Red 0, Red 2, Red 8 ;Blue 4;it is the same color as the tabled card
Wild Draw 4 ; Green 5, Wild Normal, Green Skip, Yellow Reverse, Red 3, Green 4, Red Draw 2 ;Pick up 4 cards;You have to pick up 4 cards when a Wild Draw 4 is played
Wild Draw 4 ; Green 2, Yellow 8, Yellow 5, Green Skip, Blue 1, Yellow 6, Blue 3 ;Pick up 4 cards;You have to pick up 4 cards when a Wild Draw 4 is played
Green 8 ; Yellow Skip, Blue 6, Yellow 4, Red 4, Blue 3, Blue 1, Blue 6 ;Pick up 1 card;If there are no allowed moves you must pick up
Yellow 5 ; Red Reverse, Red 9, Blue 8, Blue 8, Blue 3, Blue 6, Green Reverse ;Pick up 1 card;If there are no allowed moves you must pick up
Blue 3 ; Blue 0, Yellow 2, Blue 2, Red 0, Yellow Reverse, Blue 7, Green 9 ;Blue 0;it is the same color as the tabled card
Blue 3 ; Blue 0, Yellow 2, Blue 2, Red 0, Yellow Reverse, Blue 7, Green 9 ;Blue 2;it is the same color as the tabled card
Blue 3 ; Blue 0, Yellow 2, Blue 2, Red 0, Yellow Reverse, Blue 7, Green 9 ;Blue 7;it is the same color as the tabled card
Green Skip ; Yellow 8, Blue 1, Green 5, Yellow 6, Green 4, Green 4, Yellow 3 ;Green 5;it is the same color as the tabled card
Green Skip ; Yellow 8, Blue 1, Green 5, Yellow 6, Green 4, Green 4, Yellow 3 ;Green 4;it is the same color as the tabled card
Green Skip ; Yellow 8, Blue 1, Green 5, Yellow 6, Green 4, Green 4, Yellow 3 ;Green 4;it is the same color as the tabled card
Green 6 ; Red 3, Red 5, Red 6, Yellow 2, Red 8, Red 5, Yellow 9 ;Red 6;it is the same type as the tabled card
Blue 9 ; Blue 6, Green 4, Red 6, Green 3, Green 9, Yellow 4, Green Skip ;Blue 6;it is the same color as the tabled card
Blue 9 ; Blue 6, Green 4, Red 6, Green 3, Green 9, Yellow 4, Green Skip ;Green 9;it is the same type as the tabled card
Green 1 ; Blue 9, Yellow Reverse, Red 7, Red Skip, Wild Normal, Yellow Skip, Blue 3 ;Wild Normal;Wild cards can be played on any colour
Yellow 0 ; Red 8, Yellow 7, Yellow 6, Green 2, Green 9, Blue Draw 2, Green 9 ;Yellow 7;it is the same color as the tabled card
Yellow 0 ; Red 8, Yellow 7, Yellow 6, Green 2, Green 9, Blue Draw 2, Green 9 ;Yellow 6;it is the same color as the tabled card
Blue 9 ; Blue Skip, Blue 9, Blue 9, Red Skip, Wild Draw 4, Red 6, Green Draw 2 ;Blue Skip;it is the same color as the tabled card
Blue 9 ; Blue Skip, Blue 9, Blue 9, Red Skip, Wild Draw 4, Red 6, Green Draw 2 ;Blue 9;it is the same color as the tabled card
Blue 9 ; Blue Skip, Blue 9, Blue 9, Red Skip, Wild Draw 4, Red 6, Green Draw 2 ;Blue 9;it is the same color as the tabled card
Blue 9 ; Blue Skip, Blue 9, Blue 9, Red Skip, Wild Draw 4, Red 6, Green Draw 2 ;Wild Draw 4;Wild cards can be played on any colour
Blue 4 ; Green Skip, Red 9, Red Draw 2, Green 8, Yellow 2, Green 1, Yellow 8 ;Pick up 1 card;If there are no allowed moves you must pick up
Red Reverse ; Yellow 7, Yellow 5, Yellow 9, Yellow Skip, Green 1, Yellow 2, Yellow Draw 2 ;Pick up 1 card;If there are no allowed moves you must pick up
Yellow 7 ; Red Reverse, Green Draw 2, Yellow 7, Green 3, Green 2, Red 6, Yellow 8 ;Yellow 7;it is the same color as the tabled card
Yellow 7 ; Red Reverse, Green Draw 2, Yellow 7, Green 3, Green 2, Red 6, Yellow 8 ;Yellow 8;it is the same color as the tabled card
Blue 7 ; Green 4, Blue 8, Yellow 4, Yellow Reverse, Red 3, Blue 5, Yellow Skip ;Blue 8;it is the same color as the tabled card
Blue 7 ; Green 4, Blue 8, Yellow 4, Yellow Reverse, Red 3, Blue 5, Yellow Skip ;Blue 5;it is the same color as the tabled card
Green 4 ; Red 3, Blue Skip, Yellow 7, Yellow 4, Blue Skip, Blue 7, Blue 3 ;Yellow 4;it is the same type as the tabled card
Wild Normal ; Blue 6, Green 8, Blue Reverse, Red 5, Green 6, Wild Draw 4, Yellow 9 ;Blue 6;Any card can be played on a Wild Normal
Wild Normal ; Blue 6, Green 8, Blue Reverse, Red 5, Green 6, Wild Draw 4, Yellow 9 ;Green 8;Any card can be played on a Wild Normal
Wild Normal ; Blue 6, Green 8, Blue Reverse, Red 5, Green 6, Wild Draw 4, Yellow 9 ;Blue Reverse;Any card can be played on a Wild Normal
Wild Normal ; Blue 6, Green 8, Blue Reverse, Red 5, Green 6, Wild Draw 4, Yellow 9 ;Red 5;Any card can be played on a Wild Normal
Wild Normal ; Blue 6, Green 8, Blue Reverse, Red 5, Green 6, Wild Draw 4, Yellow 9 ;Green 6;Any card can be played on a Wild Normal
Wild Normal ; Blue 6, Green 8, Blue Reverse, Red 5, Green 6, Wild Draw 4, Yellow 9 ;Wild Draw 4;Any card can be played on a Wild Normal
Wild Normal ; Blue 6, Green 8, Blue Reverse, Red 5, Green 6, Wild Draw 4, Yellow 9 ;Yellow 9;Any card can be played on a Wild Normal
Blue 5 ; Blue 0, Blue 6, Red Draw 2, Green 9, Yellow Reverse, Blue Draw 2, Green 8 ;Blue 0;it is the same color as the tabled card
Blue 5 ; Blue 0, Blue 6, Red Draw 2, Green 9, Yellow Reverse, Blue Draw 2, Green 8 ;Blue 6;it is the same color as the tabled card
Blue 5 ; Blue 0, Blue 6, Red Draw 2, Green 9, Yellow Reverse, Blue Draw 2, Green 8 ;Blue Draw 2;it is the same color as the tabled card
Wild Normal ; Green 7, Yellow 3, Green 9, Yellow 1, Green Reverse, Yellow 3, Red 0 ;Green 7;Any card can be played on a Wild Normal
Wild Normal ; Green 7, Yellow 3, Green 9, Yellow 1, Green Reverse, Yellow 3, Red 0 ;Yellow 3;Any card can be played on a Wild Normal
Wild Normal ; Green 7, Yellow 3, Green 9, Yellow 1, Green Reverse, Yellow 3, Red 0 ;Green 9;Any card can be played on a Wild Normal
Wild Normal ; Green 7, Yellow 3, Green 9, Yellow 1, Green Reverse, Yellow 3, Red 0 ;Yellow 1;Any card can be played on a Wild Normal
Wild Normal ; Green 7, Yellow 3, Green 9, Yellow 1, Green Reverse, Yellow 3, Red 0 ;Green Reverse;Any card can be played on a Wild Normal
Wild Normal ; Green 7, Yellow 3, Green 9, Yellow 1, Green Reverse, Yellow 3, Red 0 ;Yellow 3;Any card can be played on a Wild Normal
Wild Normal ; Green 7, Yellow 3, Green 9, Yellow 1, Green Reverse, Yellow 3, Red 0 ;Red 0;Any card can be played on a Wild Normal
Yellow 7 ; Green Skip, Yellow 3, Green 9, Green 2, Yellow Draw 2, Blue 8, Yellow 1 ;Yellow 3;it is the same color as the tabled card
Yellow 7 ; Green Skip, Yellow 3, Green 9, Green 2, Yellow Draw 2, Blue 8, Yellow 1 ;Yellow Draw 2;it is the same color as the tabled card
Yellow 7 ; Green Skip, Yellow 3, Green 9, Green 2, Yellow Draw 2, Blue 8, Yellow 1 ;Yellow 1;it is the same color as the tabled card
Blue 0 ; Blue 5, Green 9, Green Reverse, Red Skip, Green 8, Red 7, Yellow 5 ;Blue 5;it is the same color as the tabled card
Green Skip ; Yellow 7, Blue 7, Blue 8, Yellow 5, Red Skip, Yellow Draw 2, Red 7 ;Red Skip;it is the same type as the tabled card
Red 2 ; Green 2, Red 2, Red 5, Green Reverse, Red Reverse, Wild Draw 4, Red 1 ;Green 2;it is the same type as the tabled card
Red 2 ; Green 2, Red 2, Red 5, Green Reverse, Red Reverse, Wild Draw 4, Red 1 ;Red 2;it is the same color as the tabled card
Red 2 ; Green 2, Red 2, Red 5, Green Reverse, Red Reverse, Wild Draw 4, Red 1 ;Red 5;it is the same color as the tabled card
Red 2 ; Green 2, Red 2, Red 5, Green Reverse, Red Reverse, Wild Draw 4, Red 1 ;Red Reverse;it is the same color as the tabled card
Red 2 ; Green 2, Red 2, Red 5, Green Reverse, Red Reverse, Wild Draw 4, Red 1 ;Wild Draw 4;Wild cards can be played on any colour
Red 2 ; Green 2, Red 2, Red 5, Green Reverse, Red Reverse, Wild Draw 4, Red 1 ;Red 1;it is the same color as the tabled card
Yellow 3 ; Wild Draw 4, Yellow 3, Red 5, Green 2, Green Reverse, Red 1, Red Reverse ;Wild Draw 4;Wild cards can be played on any colour
Yellow 3 ; Wild Draw 4, Yellow 3, Red 5, Green 2, Green Reverse, Red 1, Red Reverse ;Yellow 3;it is the same color as the tabled card
Yellow 2 ; Red Skip, Blue 1, Green 1, Blue Draw 2, Yellow 8, Green 1, Yellow 3 ;Yellow 8;it is the same color as the tabled card
Yellow 2 ; Red Skip, Blue 1, Green 1, Blue Draw 2, Yellow 8, Green 1, Yellow 3 ;Yellow 3;it is the same color as the tabled card
Green 2 ; Yellow 8, Yellow Skip, Yellow 5, Yellow 6, Blue Draw 2, Green 2, Blue Draw 2 ;Green 2;it is the same color as the tabled card
Yellow 1 ; Green 7, Yellow 9, Blue Draw 2, Wild Draw 4, Red 3, Blue 9, Yellow Skip ;Yellow 9;it is the same color as the tabled card
Yellow 1 ; Green 7, Yellow 9, Blue Draw 2, Wild Draw 4, Red 3, Blue 9, Yellow Skip ;Wild Draw 4;Wild cards can be played on any colour
Yellow 1 ; Green 7, Yellow 9, Blue Draw 2, Wild Draw 4, Red 3, Blue 9, Yellow Skip ;Yellow Skip;it is the same color as the tabled card
Yellow 8 ; Red Reverse, Blue Skip, Blue 5, Green 6, Blue 0, Red 8, Green 5 ;Red 8;it is the same type as the tabled card
Red Draw 2 ; Yellow 4, Blue 8, Green 9, Yellow 8, Yellow 2, Yellow 7, Red 3 ;Pick up 2 cards;You must pick up 2 cards when a Draw 2 is played
Red 4 ; Red 4, Wild Normal, Blue 2, Green 2, Wild Draw 4, Blue Reverse, Red 6 ;Red 4;it is the same color as the tabled card
Red 4 ; Red 4, Wild Normal, Blue 2, Green 2, Wild Draw 4, Blue Reverse, Red 6 ;Wild Normal;Wild cards can be played on any colour
Red 4 ; Red 4, Wild Normal, Blue 2, Green 2, Wild Draw 4, Blue Reverse, Red 6 ;Wild Draw 4;Wild cards can be played on any colour
Red 4 ; Red 4, Wild Normal, Blue 2, Green 2, Wild Draw 4, Blue Reverse, Red 6 ;Red 6;it is the same color as the tabled card
Blue 8 ; Red Draw 2, Yellow 4, Yellow 3, Red 0, Blue 3, Wild Normal, Red Draw 2 ;Blue 3;it is the same color as the tabled card
Blue 8 ; Red Draw 2, Yellow 4, Yellow 3, Red 0, Blue 3, Wild Normal, Red Draw 2 ;Wild Normal;Wild cards can be played on any colour
Blue 6 ; Green 8, Blue 1, Green Draw 2, Yellow 9, Yellow 2, Green Draw 2, Green 7 ;Blue 1;it is the same color as the tabled card
Yellow 2 ; Red Skip, Yellow Draw 2, Blue Draw 2, Blue 2, Yellow Draw 2, Green 9, Blue Draw 2 ;Yellow Draw 2;it is the same color as the tabled card
Yellow 2 ; Red Skip, Yellow Draw 2, Blue Draw 2, Blue 2, Yellow Draw 2, Green 9, Blue Draw 2 ;Blue 2;it is the same type as the tabled card
Yellow 2 ; Red Skip, Yellow Draw 2, Blue Draw 2, Blue 2, Yellow Draw 2, Green 9, Blue Draw 2 ;Yellow Draw 2;it is the same color as the tabled card
Yellow 9 ; Red 7, Green Reverse, Wild Normal, Blue 4, Green 9, Yellow 2, Yellow Draw 2 ;Wild Normal;Wild cards can be played on any colour
Yellow 9 ; Red 7, Green Reverse, Wild Normal, Blue 4, Green 9, Yellow 2, Yellow Draw 2 ;Green 9;it is the same type as the tabled card
Yellow 9 ; Red 7, Green Reverse, Wild Normal, Blue 4, Green 9, Yellow 2, Yellow Draw 2 ;Yellow 2;it is the same color as the tabled card
Yellow 9 ; Red 7, Green Reverse, Wild Normal, Blue 4, Green 9, Yellow 2, Yellow Draw 2 ;Yellow Draw 2;it is the same color as the tabled card
Blue 0 ; Blue 0, Blue 5, Yellow Draw 2, Green Reverse, Blue 5, Blue 2, Green 3 ;Blue 0;it is the same color as the tabled card
Blue 0 ; Blue 0, Blue 5, Yellow Draw 2, Green Reverse, Blue 5, Blue 2, Green 3 ;Blue 5;it is the same color as the tabled card
Blue 0 ; Blue 0, Blue 5, Yellow Draw 2, Green Reverse, Blue 5, Blue 2, Green 3 ;Blue 5;it is the same color as the tabled card
Blue 0 ; Blue 0, Blue 5, Yellow Draw 2, Green Reverse, Blue 5, Blue 2, Green 3 ;Blue 2;it is the same color as the tabled card
Blue 9 ; Green 3, Yellow 6, Yellow Reverse, Red Skip, Red 4, Green 6, Red 7 ;Pick up 1 card;If there are no allowed moves you must pick up
Yellow 2 ; Wild Normal, Blue 2, Yellow 2, Yellow 6, Blue Draw 2, Red 3, Red 4 ;Wild Normal;Wild cards can be played on any colour
Yellow 2 ; Wild Normal, Blue 2, Yellow 2, Yellow 6, Blue Draw 2, Red 3, Red 4 ;Blue 2;it is the same type as the tabled card
Yellow 2 ; Wild Normal, Blue 2, Yellow 2, Yellow 6, Blue Draw 2, Red 3, Red 4 ;Yellow 2;it is the same color as the tabled card
Yellow 2 ; Wild Normal, Blue 2, Yellow 2, Yellow 6, Blue Draw 2, Red 3, Red 4 ;Yellow 6;it is the same color as the tabled card
Blue 0 ; Yellow 9, Green 5, Yellow 2, Blue 9, Yellow 2, Red 4, Yellow 5 ;Blue 9;it is the same color as the tabled card
Blue 1 ; Yellow Skip, Yellow 3, Red Skip, Yellow Reverse, Wild Normal, Blue Skip, Wild Draw 4 ;Wild Normal;Wild cards can be played on any colour
Blue 1 ; Yellow Skip, Yellow 3, Red Skip, Yellow Reverse, Wild Normal, Blue Skip, Wild Draw 4 ;Blue Skip;it is the same color as the tabled card
Blue 1 ; Yellow Skip, Yellow 3, Red Skip, Yellow Reverse, Wild Normal, Blue Skip, Wild Draw 4 ;Wild Draw 4;Wild cards can be played on any colour
Green 1 ; Wild Normal, Blue Reverse, Blue 9, Yellow 7, Red 9, Blue Skip, Yellow 4 ;Wild Normal;Wild cards can be played on any colour
