Card on the Table:,Cards in Hand:,Possible Move:,Applicable rule:
Red 9,"Green Reverse, Blue Skip, Red 2, Red Reverse, Blue 5, Green Reverse, Red 3",Red 2,it is the same color as the tabled card
Red 9,"Green Reverse, Blue Skip, Red 2, Red Reverse, Blue 5, Green Reverse, Red 3",Red Reverse,it is the same color as the tabled card
Red 9,"Green Reverse, Blue Skip, Red 2, Red Reverse, Blue 5, Green Reverse, Red 3",Red 3,it is the same color as the tabled card
Wild Draw 4,"Green 7, Blue 2, Red Reverse, Wild Draw 4, Wild Draw 4, Green Reverse, Yellow Draw 2",Pick up 4 cards,You have to pick up 4 cards when a Wild Draw 4 is played
Red 3,"Blue Draw 2, Yellow 9, Blue 2, Yellow Draw 2, Yellow 4, Blue 9, Yellow 6",Pick up 1 card,If there are no allowed moves you must pick up
Blue 8,"Red Reverse, Green 3, Yellow 0, Blue 7, Red Skip, Green 1, Blue 2",Blue 7,it is the same color as the tabled card
Blue 8,"Red Reverse, Green 3, Yellow 0, Blue 7, Red Skip, Green 1, Blue 2",Blue 2,it is the same color as the tabled card
Blue 2,"Green 8, Green 2, Red 4, Green 1, Green 4, Green 3, Blue 3",Green 2,Wild cards can be played on any colour
Blue 2,"Green 8, Green 2, Red 4, Green 1, Green 4, Green 3, Blue 3",Blue 3,it is the same color as the tabled card
Red 9,"Blue 6, Red 3, Blue 6, Red 9, Green 9, Yellow Reverse, Blue Reverse",Red 3,it is the same color as the tabled card
Red 9,"Blue 6, Red 3, Blue 6, Red 9, Green 9, Yellow Reverse, Blue Reverse",Red 9,it is the same color as the tabled card
Red 9,"Blue 6, Red 3, Blue 6, Red 9, Green 9, Yellow Reverse, Blue Reverse",Green 9,Wild cards can be played on any colour
Blue Reverse,"Wild Draw 4, Yellow Reverse, Red 7, Blue 2, Green 0, Red 2, Yellow 5",Wild Draw 4,Wild cards can be played on any colour
Blue Reverse,"Wild Draw 4, Yellow Reverse, Red 7, Blue 2, Green 0, Red 2, Yellow 5",Yellow Reverse,Wild cards can be played on any colour
Blue Reverse,"Wild Draw 4, Yellow Reverse, Red 7, Blue 2, Green 0, Red 2, Yellow 5",Blue 2,it is the same color as the tabled card
Red 7,"Blue 6, Yellow 7, Yellow 1, Wild Draw 4, Yellow 6, Green 2, Green 6",Yellow 7,Wild cards can be played on any colour
Red 7,"Blue 6, Yellow 7, Yellow 1, Wild Draw 4, Yellow 6, Green 2, Green 6",Wild Draw 4,Wild cards can be played on any colour
Red 6,"Blue 8, Yellow Skip, Wild Normal, Blue 2, Yellow 3, Blue 4, Yellow 5",Wild Normal,Wild cards can be played on any colour
Yellow 2,"Yellow 9, Blue 4, Red 7, Red 8, Green Skip, Yellow 4, Green 7",Yellow 9,it is the same color as the tabled card
Yellow 2,"Yellow 9, Blue 4, Red 7, Red 8, Green Skip, Yellow 4, Green 7",Yellow 4,it is the same color as the tabled card
Red 5,"Red 8, Blue 3, Blue 2, Red 7, Red Skip, Red 2, Red 2",Red 8,it is the same color as the tabled card
Red 5,"Red 8, Blue 3, Blue 2, Red 7, Red Skip, Red 2, Red 2",Red 7,it is the same color as the tabled card
Red 5,"Red 8, Blue 3, Blue 2, Red 7, Red Skip, Red 2, Red 2",Red Skip,it is the same color as the tabled card
Red 5,"Red 8, Blue 3, Blue 2, Red 7, Red Skip, Red 2, Red 2",Red 2,it is the same color as the tabled card
Red 5,"Red 8, Blue 3, Blue 2, Red 7, Red Skip, Red 2, Red 2",Red 2,it is the same color as the tabled card
Blue 7,"Yellow Draw 2, Red Reverse, Red 7, Wild Draw 4, Yellow Draw 2, Blue 4, Yellow 6",Red 7,Wild cards can be played on any colour
Blue 7,"Yellow Draw 2, Red Reverse, Red 7, Wild Draw 4, Yellow Draw 2, Blue 4, Yellow 6",Wild Draw 4,Wild cards can be played on any colour
Blue 7,"Yellow Draw 2, Red Reverse, Red 7, Wild Draw 4, Yellow Draw 2, Blue 4, Yellow 6",Blue 4,it is the same color as the tabled card
Blue 7,"Blue 0, Red Reverse, Red Draw 2, Yellow 1, Blue 1, Red 0, Green 1",Blue 0,it is the same color as the tabled card
Blue 7,"Blue 0, Red Reverse, Red Draw 2, Yellow 1, Blue 1, Red 0, Green 1",Blue 1,it is the same color as the tabled card
Yellow 9,"Red 2, Red 4, Green Skip, Blue 2, Blue 5, Yellow 8, Green Draw 2",Yellow 8,it is the same color as the tabled card
Wild Draw 4,"Red 6, Yellow Reverse, Green 2, Green 1, Green Reverse, Red 7, Green Draw 2",Pick up 4 cards,You have to pick up 4 cards when a Wild Draw 4 is played
Blue Skip,"Red 2, Blue 7, Yellow Skip, Blue 8, Blue 7, Green 7, Green 5",Blue 7,it is the same color as the tabled card
Blue Skip,"Red 2, Blue 7, Yellow Skip, Blue 8, Blue 7, Green 7, Green 5",Yellow Skip,Wild cards can be played on any colour
Blue Skip,"Red 2, Blue 7, Yellow Skip, Blue 8, Blue 7, Green 7, Green 5",Blue 8,it is the same color as the tabled card
Blue Skip,"Red 2, Blue 7, Yellow Skip, Blue 8, Blue 7, Green 7, Green 5",Blue 7,it is the same color as the tabled card
Yellow Reverse,"Red Reverse, Blue Skip, Green 1, Green 4, Yellow 7, Green Reverse, Red Reverse",Red Reverse,Wild cards can be played on any colour
Yellow Reverse,"Red Reverse, Blue Skip, Green 1, Green 4, Yellow 7, Green Reverse, Red Reverse",Yellow 7,it is the same color as the tabled card
Yellow Reverse,"Red Reverse, Blue Skip, Green 1, Green 4, Yellow 7, Green Reverse, Red Reverse",Green Reverse,Wild cards can be played on any colour
Yellow Reverse,"Red Reverse, Blue Skip, Green 1, Green 4, Yellow 7, Green Reverse, Red Reverse",Red Reverse,Wild cards can be played on any colour
Wild Normal,"Red Draw 2, Yellow 5, Red 6, Blue 6, Red Draw 2, Yellow Draw 2, Yellow 3",Red Draw 2,Any card can be played on a Wild Normal
Wild Normal,"Red Draw 2, Yellow 5, Red 6, Blue 6, Red Draw 2, Yellow Draw 2, Yellow 3",Yellow 5,Any card can be played on a Wild Normal
Wild Normal,"Red Draw 2, Yellow 5, Red 6, Blue 6, Red Draw 2, Yellow Draw 2, Yellow 3",Red 6,Any card can be played on a Wild Normal
Wild Normal,"Red Draw 2, Yellow 5, Red 6, Blue 6, Red Draw 2, Yellow Draw 2, Yellow 3",Blue 6,Any card can be played on a Wild Normal
Wild Normal,"Red Draw 2, Yellow 5, Red 6, Blue 6, Red Draw 2, Yellow Draw 2, Yellow 3",Red Draw 2,Any card can be played on a Wild Normal
Wild Normal,"Red Draw 2, Yellow 5, Red 6, Blue 6, Red Draw 2, Yellow Draw 2, Yellow 3",Yellow Draw 2,Any card can be played on a Wild Normal
Wild Normal,"Red Draw 2, Yellow 5, Red 6, Blue 6, Red Draw 2, Yellow Draw 2, Yellow 3",Yellow 3,Any card can be played on a Wild Normal
Yellow 7,"Wild Draw 4, Blue 6, Green 0, Blue 1, Red 9, Wild Draw 4, Green 2",Wild Draw 4,Wild cards can be played on any colour
Yellow 7,"Wild Draw 4, Blue 6, Green 0, Blue 1, Red 9, Wild Draw 4, Green 2",Wild Draw 4,Wild cards can be played on any colour
Blue 6,"Red 5, Green 8, Red Draw 2, Yellow 6, Wild Draw 4, Green 8, Yellow 6",Yellow 6,Wild cards can be played on any colour
Blue 6,"Red 5, Green 8, Red Draw 2, Yellow 6, Wild Draw 4, Green 8, Yellow 6",Wild Draw 4,Wild cards can be played on any colour
Blue 6,"Red 5, Green 8, Red Draw 2, Yellow 6, Wild Draw 4, Green 8, Yellow 6",Yellow 6,Wild cards can be played on any colour
Yellow 5,"Green 4, Blue 3, Yellow 1, Wild Normal, Red Reverse, Red 4, Wild Draw 4",Yellow 1,it is the same color as the tabled card
Yellow 5,"Green 4, Blue 3, Yellow 1, Wild Normal, Red Reverse, Red 4, Wild Draw 4",Wild Normal,Wild cards can be played on any colour
Yellow 5,"Green 4, Blue 3, Yellow 1, Wild Normal, Red Reverse, Red 4, Wild Draw 4",Wild Draw 4,Wild cards can be played on any colour
Yellow 9,"Yellow 6, Red 3, Wild Draw 4, Yellow Skip, Green Draw 2, Green 3, Yellow Reverse",Yellow 6,it is the same color as the tabled card
Yellow 9,"Yellow 6, Red 3, Wild Draw 4, Yellow Skip, Green Draw 2, Green 3, Yellow Reverse",Wild Draw 4,Wild cards can be played on any colour
Yellow 9,"Yellow 6, Red 3, Wild Draw 4, Yellow Skip, Green Draw 2, Green 3, Yellow Reverse",Yellow Skip,it is the same color as the tabled card
Yellow 9,"Yellow 6, Red 3, Wild Draw 4, Yellow Skip, Green Draw 2, Green 3, Yellow Reverse",Yellow Reverse,it is the same color as the tabled card
Yellow 8,"Wild Normal, Green 8, Red 5, Red 7, Yellow 7, Blue 6, Yellow 1",Wild Normal,Wild cards can be played on any colour
Yellow 8,"Wild Normal, Green 8, Red 5, Red 7, Yellow 7, Blue 6, Yellow 1",Green 8,Wild cards can be played on any colour
Yellow 8,"Wild Normal, Green 8, Red 5, Red 7, Yellow 7, Blue 6, Yellow 1",Yellow 7,it is the same color as the tabled card
Yellow 8,"Wild Normal, Green 8, Red 5, Red 7, Yellow 7, Blue 6, Yellow 1",Yellow 1,it is the same color as the tabled card
Red 1,"Green Reverse, Yellow 1, Blue 2, Green 7, Yellow 3, Blue 5, Blue Skip",Yellow 1,Wild cards can be played on any colour
Yellow 3,"Yellow 2, Red 3, Blue 3, Red Draw 2, Yellow 2, Green Draw 2, Blue 5",Yellow 2,it is the same color as the tabled card
Yellow 3,"Yellow 2, Red 3, Blue 3, Red Draw 2, Yellow 2, Green Draw 2, Blue 5",Red 3,Wild cards can be played on any colour
Yellow 3,"Yellow 2, Red 3, Blue 3, Red Draw 2, Yellow 2, Green Draw 2, Blue 5",Blue 3,Wild cards can be played on any colour
Yellow 3,"Yellow 2, Red 3, Blue 3, Red Draw 2, Yellow 2, Green Draw 2, Blue 5",Yellow 2,it is the same color as the tabled card
Blue 3,"Green 9, Blue 9, Yellow 0, Yellow Draw 2, Blue Draw 2, Blue 7, Wild Normal",Blue 9,it is the same color as the tabled card
Blue 3,"Green 9, Blue 9, Yellow 0, Yellow Draw 2, Blue Draw 2, Blue 7, Wild Normal",Blue Draw 2,it is the same color as the tabled card
Blue 3,"Green 9, Blue 9, Yellow 0, Yellow Draw 2, Blue Draw 2, Blue 7, Wild Normal",Blue 7,it is the same color as the tabled card
Blue 3,"Green 9, Blue 9, Yellow 0, Yellow Draw 2, Blue Draw 2, Blue 7, Wild Normal",Wild Normal,Wild cards can be played on any colour
Green 6,"Red Reverse, Red Draw 2, Yellow 8, Green 8, Green Draw 2, Wild Draw 4, Yellow 9",Green 8,it is the same color as the tabled card
Green 6,"Red Reverse, Red Draw 2, Yellow 8, Green 8, Green Draw 2, Wild Draw 4, Yellow 9",Green Draw 2,it is the same color as the tabled card
Green 6,"Red Reverse, Red Draw 2, Yellow 8, Green 8, Green Draw 2, Wild Draw 4, Yellow 9",Wild Draw 4,Wild cards can be played on any colour
Blue 6,"Yellow 9, Green 2, Blue 7, Green 3, Green 8, Red Skip, Green 5",Blue 7,it is the same color as the tabled card
Green Skip,"Blue 1, Blue 7, Blue 7, Green Reverse, Blue 4, Green 6, Blue Skip",Green Reverse,it is the same color as the tabled card
Green Skip,"Blue 1, Blue 7, Blue 7, Green Reverse, Blue 4, Green 6, Blue Skip",Green 6,it is the same color as the tabled card
Green Skip,"Blue 1, Blue 7, Blue 7, Green Reverse, Blue 4, Green 6, Blue Skip",Blue Skip,Wild cards can be played on any colour
Red Skip,"Blue 8, Red 1, Yellow 3, Yellow 9, Red 8, Yellow 1, Green 4",Red 1,it is the same color as the tabled card
Red Skip,"Blue 8, Red 1, Yellow 3, Yellow 9, Red 8, Yellow 1, Green 4",Red 8,it is the same color as the tabled card
Red 1,"Wild Draw 4, Green Reverse, Red 6, Yellow 4, Green 1, Yellow 0, Red 8",Wild Draw 4,Wild cards can be played on any colour
Red 1,"Wild Draw 4, Green Reverse, Red 6, Yellow 4, Green 1, Yellow 0, Red 8",Red 6,it is the same color as the tabled card
Red 1,"Wild Draw 4, Green Reverse, Red 6, Yellow 4, Green 1, Yellow 0, Red 8",Green 1,Wild cards can be played on any colour
Red 1,"Wild Draw 4, Green Reverse, Red 6, Yellow 4, Green 1, Yellow 0, Red 8",Red 8,it is the same color as the tabled card
Wild Normal,"Wild Draw 4, Yellow 7, Red 4, Red 7, Yellow 7, Green 9, Green Skip",Wild Draw 4,Any card can be played on a Wild Normal
Wild Normal,"Wild Draw 4, Yellow 7, Red 4, Red 7, Yellow 7, Green 9, Green Skip",Yellow 7,Any card can be played on a Wild Normal
Wild Normal,"Wild Draw 4, Yellow 7, Red 4, Red 7, Yellow 7, Green 9, Green Skip",Red 4,Any card can be played on a Wild Normal
Wild Normal,"Wild Draw 4, Yellow 7, Red 4, Red 7, Yellow 7, Green 9, Green Skip",Red 7,Any card can be played on a Wild Normal
Wild Normal,"Wild Draw 4, Yellow 7, Red 4, Red 7, Yellow 7, Green 9, Green Skip",Yellow 7,Any card can be played on a Wild Normal
Wild Normal,"Wild Draw 4, Yellow 7, Red 4, Red 7, Yellow 7, Green 9, Green Skip",Green 9,Any card can be played on a Wild Normal
Wild Normal,"Wild Draw 4, Yellow 7, Red 4, Red 7, Yellow 7, Green 9, Green Skip",Green Skip,Any card can be played on a Wild Normal
Yellow Reverse,"Red 3, Red 7, Green Reverse, Yellow 5, Wild Normal, Yellow 2, Yellow Reverse",Green Reverse,Wild cards can be played on any colour
Yellow Reverse,"Red 3, Red 7, Green Reverse, Yellow 5, Wild Normal, Yellow 2, Yellow Reverse",Yellow 5,it is the same color as the tabled card
Yellow Reverse,"Red 3, Red 7, Green Reverse, Yellow 5, Wild Normal, Yellow 2, Yellow Reverse",Wild Normal,Wild cards can be played on any colour
Yellow Reverse,"Red 3, Red 7, Green Reverse, Yellow 5, Wild Normal, Yellow 2, Yellow Reverse",Yellow 2,it is the same color as the tabled card
Yellow Reverse,"Red 3, Red 7, Green Reverse, Yellow 5, Wild Normal, Yellow 2, Yellow Reverse",Yellow Reverse,it is the same color as the tabled card
Blue 1,"Blue Skip, Blue 1, Yellow Skip, Green 1, Red 9, Blue Skip, Green 8",Blue Skip,it is the same color as the tabled card
Blue 1,"Blue Skip, Blue 1, Yellow Skip, Green 1, Red 9, Blue Skip, Green 8",Blue 1,it is the same color as the tabled card
Blue 1,"Blue Skip, Blue 1, Yellow Skip, Green 1, Red 9, Blue Skip, Green 8",Green 1,Wild cards can be played on any colour
Blue 1,"Blue Skip, Blue 1, Yellow Skip, Green 1, Red 9, Blue Skip, Green 8",Blue Skip,it is the same color as the tabled card
Red 8,"Blue 9, Green Skip, Blue 5, Red 1, Yellow 8, Green 7, Blue Skip",Red 1,it is the same color as the tabled card
Red 8,"Blue 9, Green Skip, Blue 5, Red 1, Yellow 8, Green 7, Blue Skip",Yellow 8,Wild cards can be played on any colour
Wild Normal,"Yellow 3, Green Reverse, Wild Normal, Blue Draw 2, Red Skip, Yellow 6, Blue 2",Yellow 3,Any card can be played on a Wild Normal
Wild Normal,"Yellow 3, Green Reverse, Wild Normal, Blue Draw 2, Red Skip, Yellow 6, Blue 2",Green Reverse,Any card can be played on a Wild Normal
Wild Normal,"Yellow 3, Green Reverse, Wild Normal, Blue Draw 2, Red Skip, Yellow 6, Blue 2",Wild Normal,Any card can be played on a Wild Normal
Wild Normal,"Yellow 3, Green Reverse, Wild Normal, Blue Draw 2, Red Skip, Yellow 6, Blue 2",Blue Draw 2,Any card can be played on a Wild Normal
Wild Normal,"Yellow 3, Green Reverse, Wild Normal, Blue Draw 2, Red Skip, Yellow 6, Blue 2",Red Skip,Any card can be played on a Wild Normal
Wild Normal,"Yellow 3, Green Reverse, Wild Normal, Blue Draw 2, Red Skip, Yellow 6, Blue 2",Yellow 6,Any card can be played on a Wild Normal
Wild Normal,"Yellow 3, Green Reverse, Wild Normal, Blue Draw 2, Red Skip, Yellow 6, Blue 2",Blue 2,Any card can be played on a Wild Normal
Green 0,"Yellow 3, Blue 4, Green 5, Blue Skip, Yellow 6, Yellow 6, Green 9",Green 5,it is the same color as the tabled card
Green 0,"Yellow 3, Blue 4, Green 5, Blue Skip, Yellow 6, Yellow 6, Green 9",Green 9,it is the same color as the tabled card
Yellow 9,"Blue 7, Blue 2, Green Reverse, Red 3, Yellow Draw 2, Blue 8, Red 7",Yellow Draw 2,it is the same color as the tabled card
Green 6,"Green 9, Green 4, Wild Draw 4, Blue Draw 2, Blue Reverse, Blue 7, Wild Draw 4",Green 9,it is the same color as the tabled card
Green 6,"Green 9, Green 4, Wild Draw 4, Blue Draw 2, Blue Reverse, Blue 7, Wild Draw 4",Green 4,it is the same color as the tabled card
Green 6,"Green 9, Green 4, Wild Draw 4, Blue Draw 2, Blue Reverse, Blue 7, Wild Draw 4",Wild Draw 4,Wild cards can be played on any colour
Green 6,"Green 9, Green 4, Wild Draw 4, Blue Draw 2, Blue Reverse, Blue 7, Wild Draw 4",Wild Draw 4,Wild cards can be played on any colour
Green 9,"Green Skip, Red 6, Blue 1, Blue 8, Yellow 4, Green 1, Blue Draw 2",Green Skip,it is the same color as the tabled card
Green 9,"Green Skip, Red 6, Blue 1, Blue 8, Yellow 4, Green 1, Blue Draw 2",Green 1,it is the same color as the tabled card
Green 3,"Wild Draw 4, Yellow 9, Wild Normal, Blue Skip, Green Draw 2, Yellow Skip, Red 2",Wild Draw 4,Wild cards can be played on any colour
Green 3,"Wild Draw 4, Yellow 9, Wild Normal, Blue Skip, Green Draw 2, Yellow Skip, Red 2",Wild Normal,Wild cards can be played on any colour
Green 3,"Wild Draw 4, Yellow 9, Wild Normal, Blue Skip, Green Draw 2, Yellow Skip, Red 2",Green Draw 2,it is the same color as the tabled card
Yellow 2,"Green Draw 2, Yellow 3, Green Skip, Red 3, Yellow 1, Yellow Reverse, Green 7",Yellow 3,it is the same color as the tabled card
Yellow 2,"Green Draw 2, Yellow 3, Green Skip, Red 3, Yellow 1, Yellow Reverse, Green 7",Yellow 1,it is the same color as the tabled card
Yellow 2,"Green Draw 2, Yellow 3, Green Skip, Red 3, Yellow 1, Yellow Reverse, Green 7",Yellow Reverse,it is the same color as the tabled card
Red 8,"Red 7, Yellow 7, Red Draw 2, Yellow Skip, Red Reverse, Wild Draw 4, Blue 9",Red 7,it is the same color as the tabled card
Red 8,"Red 7, Yellow 7, Red Draw 2, Yellow Skip, Red Reverse, Wild Draw 4, Blue 9",Red Draw 2,it is the same color as the tabled card
Red 8,"Red 7, Yellow 7, Red Draw 2, Yellow Skip, Red Reverse, Wild Draw 4, Blue 9",Red Reverse,it is the same color as the tabled card
Red 8,"Red 7, Yellow 7, Red Draw 2, Yellow Skip, Red Reverse, Wild Draw 4, Blue 9",Wild Draw 4,Wild cards can be played on any colour
Blue 5,"Blue Reverse, Blue 2, Wild Normal, Red 3, Yellow 4, Green 0, Red 7",Blue Reverse,it is the same color as the tabled card
Blue 5,"Blue Reverse, Blue 2, Wild Normal, Red 3, Yellow 4, Green 0, Red 7",Blue 2,it is the same color as the tabled card
Blue 5,"Blue Reverse, Blue 2, Wild Normal, Red 3, Yellow 4, Green 0, Red 7",Wild Normal,Wild cards can be played on any colour
Green Skip,"Red 2, Yellow 8, Blue 3, Yellow Reverse, Red 6, Red 5, Wild Draw 4",Wild Draw 4,Wild cards can be played on any colour
Red 5,"Red 6, Blue 3, Green Draw 2, Red 9, Blue Draw 2, Red 9, Green 4",Red 6,it is the same color as the tabled card
Red 5,"Red 6, Blue 3, Green Draw 2, Red 9, Blue Draw 2, Red 9, Green 4",Red 9,it is the same color as the tabled card
Red 5,"Red 6, Blue 3, Green Draw 2, Red 9, Blue Draw 2, Red 9, Green 4",Red 9,it is the same color as the tabled card
Yellow 8,"Blue 1, Blue 2, Blue Reverse, Blue 2, Blue 6, Green 7, Yellow 9",Yellow 9,it is the same color as the tabled card
Red 7,"Wild Draw 4, Green 1, Yellow 8, Green 8, Green 8, Green 9, Yellow Draw 2",Wild Draw 4,Wild cards can be played on any colour
Red 7,"Yellow 0, Red Skip, Yellow 8, Yellow 3, Green 8, Wild Draw 4, Wild Draw 4",Red Skip,it is the same color as the tabled card
Red 7,"Yellow 0, Red Skip, Yellow 8, Yellow 3, Green 8, Wild Draw 4, Wild Draw 4",Wild Draw 4,Wild cards can be played on any colour
Red 7,"Yellow 0, Red Skip, Yellow 8, Yellow 3, Green 8, Wild Draw 4, Wild Draw 4",Wild Draw 4,Wild cards can be played on any colour
Blue Draw 2,"Yellow Draw 2, Blue 1, Blue 7, Blue 7, Yellow 7, Yellow 3, Wild Normal",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Green Skip,"Yellow 0, Red 8, Wild Draw 4, Yellow Draw 2, Red Reverse, Red 2, Yellow 1",Wild Draw 4,Wild cards can be played on any colour
Blue Skip,"Green 5, Red 4, Blue 9, Yellow 1, Yellow 1, Red Skip, Yellow 1",Blue 9,it is the same color as the tabled card
Blue Skip,"Green 5, Red 4, Blue 9, Yellow 1, Yellow 1, Red Skip, Yellow 1",Red Skip,Wild cards can be played on any colour
Yellow Draw 2,"Blue 1, Yellow 4, Wild Normal, Blue 4, Green 4, Red 6, Green Reverse",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Green 1,"Blue 2, Green 7, Yellow 7, Yellow Draw 2, Red 3, Blue 8, Green Draw 2",Green 7,it is the same color as the tabled card
Green 1,"Blue 2, Green 7, Yellow 7, Yellow Draw 2, Red 3, Blue 8, Green Draw 2",Green Draw 2,it is the same color as the tabled card
Red Reverse,"Green 1, Green 5, Blue 8, Yellow 6, Blue 6, Yellow Reverse, Blue 1",Yellow Reverse,Wild cards can be played on any colour
Blue 7,"Yellow Reverse, Green 7, Green Reverse, Red 1, Green Draw 2, Green Reverse, Green Skip",Green 7,Wild cards can be played on any colour
Red 1,"Green 6, Blue Skip, Wild Normal, Yellow 5, Wild Normal, Blue 6, Green 6",Wild Normal,Wild cards can be played on any colour
